youtube_id,url,titulo_cancion,artista,genero,dificultad,sugerido_por,fecha_sugerencia,notas,votos_count
OfdIDPnVXkg,https://www.youtube.com/watch?v=OfdIDPnVXkg,Jubilo Medley,Apostolic Assembly,Otro,Difícil,JeZz Barrientos,2025-04-14,Para la noche de AA,1
